"ID","TERM","DATE_TAKEN","HOURS","HOURS_ATTEMPTED","GRADE_CODE","COURSE_ID","TITLE"
6955,"2016/SP",2016-01-04,0,3,"AW","ENG*101","ENGLISH COMPOSITION"
6955,"2015/FA",2015-10-19,0,3,"AW","NS*110","SCIENCE IN TODAY'S WORLD"
1386,"2015/SP",2015-01-05,1,1,"P","INL*102","INFORMATION LITERACY"
1386,"2015/SP",2015-01-12,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
2766,"2015/SP",2015-01-04,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
2766,"2015/SP",2015-01-05,3,3,"A","BUS*501","BUSINESS COMMUNICATIONS"
2766,"2015/SU",2015-06-29,3,3,"A","BUS*554","CHANGE MANAGEMENT"
2766,"2016/SP",2016-02-29,3,3,"A","BUS*599","STRATEGIC MANAGEMENT"
2766,"2015/FA",2015-10-19,3,3,"A","BUS*502","GLOBAL BUSINESS ENVIRONMENT"
2766,"2015/SU",2015-05-04,3,3,"B","BUS*553","ORGANIZATIONAL BEHAVIOR"
6634,"2015/SU",2015-06-29,3,3,"A","BUS*290","INTEGRATED BUSINESS AND MANAGEMENT ASSESSMENT AASB"
6634,"2015/SP",2015-01-05,3,3,"A","ENG*101","ENGLISH COMPOSITION"
6634,"2015/SP",2015-01-05,3,3,"A","CCS*120","EC SUCCESS SEMINAR"
6634,"2015/SU",2015-05-04,3,3,"B","NS*110","SCIENCE IN TODAY'S WORLD"
7367,"2016/SU",2016-05-02,3,3,"A","NUR*336","THE PROFESSION OF NURSING: BECOMING INFLUENTIAL"
7367,"2015/SU",2015-05-04,3,3,"A","NUR*430","RESEARCH IN NURSING"
7367,"2015/SP",2015-01-05,3,3,"A","MAT*215","STATISTICS FOR HEALTH CARE PROFESSIONALS"
7367,"2016/SP",2016-01-04,4,4,"A","NUR*456","LEADERSHIP AND MANAGEMENT IN NURSING"
7367,"2015/FA",2015-08-24,3,3,"A","NUR*446","TEACHING AND LEARNING IN A DIVERSE SOCIETY"
7367,"2015/FA",2015-08-24,4,4,"A","NUR*448","COMMUNITY HEALTH NURSING: CARING FOR THE PUBLIC'S HEALTH"
7516,"2016/SP",2016-01-04,3,3,"A","ACC*360","COST ACCOUNTING"
7516,"2016/SP",2016-01-04,3,3,"A","BUS*351","MARKETING CONCEPTS AND APPLICATION"
7516,"2015/FA",2015-10-02,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
7516,"2016/SP",2016-02-29,3,3,"B","BUS*495","BUSINESS STRATEGY"
7516,"2015/FA",2015-08-24,3,3,"B","BUS*323","BUSINESS ETHICS"
7516,"2015/FA",2015-10-19,3,3,"B","BUS*425","OPERATIONS MANAGEMENT"
7516,"2015/FA",2015-10-19,1,1,"P","INL*102","INFORMATION LITERACY"
4149,"2015/SP",2015-03-02,3,3,"A","IT*406","COMPUTER FORENSICS"
4149,"2015/SP",2015-01-05,3,3,"A","CJ*498","CRIMINAL JUSTICE CAPSTONE"
3678,"2016/SP",2016-01-04,0,3,"W","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
3678,"2015/FA",2015-08-24,3,3,"A","BIO*212","MICROBIOLOGY"
3678,"2015/SP",2015-01-05,0,1,"F","INL*102","INFORMATION LITERACY"
3678,"2015/SU",2015-06-29,0,3,"W","BIO*212","MICROBIOLOGY"
3678,"2016/SU",2016-05-02,3,3,"B","SOC*101","INTRODUCTION TO SOCIOLOGY"
3678,"2015/SU",2015-05-04,1,1,"P","INL*102","INFORMATION LITERACY"
3678,"2015/SU",2015-05-04,3,3,"B","HSC*105","ANATOMY AND PHYSIOLOGY I (NON LAB)"
4651,"2016/SU",2016-05-02,3,3,"A","IT*221","INTRODUCTION TO COMPUTERS"
4651,"2016/SU",2016-05-02,0,3,"W","PHYS*201","PHYSICS I"
4651,"2016/SU",2016-06-27,0,3,"W","MAT*118","TRIGONOMETRY"
8283,"2016/SP",2016-01-04,3,3,"A","ENG*310","SHORT STORIES"
8283,"2016/SP",2016-02-29,3,3,"B","HUM*230","THE ETHICS OF FRIENDSHIP"
8283,"2015/SU",2015-05-04,3,3,"A","PSY*420","HUMAN MOTIVATION"
27,"2015/SP",2015-03-02,3,3,"D","HSC*106","ANATOMY AND PHYSIOLOGY II (NON LAB)"
27,"2015/SP",2015-01-05,1,1,"P","INL*102","INFORMATION LITERACY"
8663,"2016/SP",2016-02-29,3,3,"A","BUS*299","BUSINESS AND MANAGEMENT CAPSTONE"
8663,"2015/SP",2015-01-05,3,3,"A","SOC*101","INTRODUCTION TO SOCIOLOGY"
8663,"2015/FA",2015-10-19,3,3,"A","BUS*230","BUSINESS LAW"
8663,"2015/FA",2015-08-24,3,3,"A","BUS*323","BUSINESS ETHICS"
8663,"2015/SP",2015-03-02,3,3,"A","HUM*210","CULTURAL DIVERSITY"
8663,"2016/SP",2016-01-04,3,3,"A","BUS*325","WOMEN IN BUSINESS"
7782,"2016/SP",2016-02-29,3,3,"C","BUS*311","ORGANIZATIONAL BEHAVIOR"
146,"2015/SP",2015-01-01,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
146,"2015/SP",2015-01-05,1,1,"P","INL*102","INFORMATION LITERACY"
5570,"2015/SP",2015-03-02,3,3,"A","BUS*501","BUSINESS COMMUNICATIONS"
5570,"2015/SU",2015-05-04,3,3,"A","BUS*511","STRATEGY AND POLICY"
5570,"2015/SP",2015-01-05,3,3,"A","BUS*540","STRATEGIC MANAGEMENT OF INNOVATIVE TECHNOLOGY"
6919,"2015/SP",2015-03-02,0,3,"AW","SOC*101","INTRODUCTION TO SOCIOLOGY"
6919,"2015/SP",2015-03-02,0,3,"AW","BIO*212","MICROBIOLOGY"
6919,"2015/SP",2015-01-14,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
9681,"2015/SP",2015-01-05,1,1,"P","INL*102","INFORMATION LITERACY"
7250,"2015/FA",2015-10-21,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
7250,"2016/SP",2016-02-29,3,3,"B","BIO*212","MICROBIOLOGY"
7250,"2015/FA",2015-10-19,1,1,"P","INL*102","INFORMATION LITERACY"
5076,"2015/SP",2015-03-02,3,3,"C","BUS*323","BUSINESS ETHICS"
5076,"2015/SU",2015-05-04,3,3,"A","CJ*326","VICTIMOLOGY"
5076,"2015/SU",2015-05-04,3,3,"B","LA*498","LIBERAL ARTS CAPSTONE"
5076,"2015/SP",2015-03-02,3,3,"C","PSY*420","HUMAN MOTIVATION"
1475,"2015/SP",2015-01-05,3,3,"A","CJ*110","INTRODUCTION TO LAW ENFORCEMENT"
1090,"2016/SP",2016-02-29,3,3,"B","BIO*212","MICROBIOLOGY"
1090,"2016/SU",2016-05-02,3,3,"D","BIO*275","BIOETHICS"
1090,"2015/SU",2015-06-29,1,1,"P","INL*102","INFORMATION LITERACY"
1090,"2016/SP",2016-01-04,3,3,"B","HSC*235","SEX, GENDER AND HEALTH"
1090,"2015/SU",2015-05-04,3,3,"C","ENG*101N","COMPOSITION FOR THE NURSING PROFESSIONAL"
1090,"2015/SU",2015-05-04,3,3,"C","PSY*235","LIFESPAN DEVELOPMENTAL PSYCHOLOGY"
2164,"2015/SU",2015-06-29,1,1,"P","INL*102","INFORMATION LITERACY"
2457,"2015/SU",2015-06-29,3,3,"A","HIS*325","AFRICAN AMERICAN HISTORY"
2457,"2015/SU",2015-06-25,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
2457,"2016/SP",2016-01-04,3,3,"B","SOC*101","INTRODUCTION TO SOCIOLOGY"
2457,"2015/SP",2015-01-05,3,3,"A","ENG*202","BUSINESS WRITING"
2457,"2016/SP",2016-01-04,3,3,"B","MIL*230","UNITED STATES MILITARY HISTORY"
3339,"2015/FA",2015-10-19,3,3,"C","POL*105","INTRODUCTION TO AMERICAN GOVERNMENT"
3339,"2016/SP",2016-01-04,0,3,"F","ENG*101","ENGLISH COMPOSITION"
3339,"2015/SP",2015-01-05,3,3,"C","IT*380","OVERVIEW OF COMPUTER SECURITY"
577,"2015/SP",2015-04-22,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
723,"2015/SP",2015-03-02,1,1,"P","INL*102","INFORMATION LITERACY"
2545,"2016/SP",2016-01-04,1,1,"P","INL*102","INFORMATION LITERACY"
2545,"2015/FA",2015-08-11,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
1125,"2015/SU",2015-06-29,3,3,"A","LA*498","LIBERAL ARTS CAPSTONE"
1125,"2015/SU",2015-05-04,3,3,"B","HSC*260","INTRODUCTION TO HUMAN GENETICS"
1125,"2015/SU",2015-05-04,3,3,"B","PBH*321","INTRODUCTION TO EPIDEMIOLOGY"
8847,"2015/FA",2015-10-19,3,3,"A","HIS*102","UNITED STATES HISTORY II"
8847,"2016/SU",2016-05-02,3,3,"A","HIS*121","WORLD HISTORY II"
8847,"2015/SU",2015-06-29,3,3,"A","HUM*300","ETHICS"
8847,"2015/FA",2015-08-24,3,3,"A","MIL*300","RESEARCH IN THE STUDY OF MILITARY LEADERSHIP"
8847,"2016/SP",2016-02-29,3,3,"B","HIS*120","WORLD HISTORY I"
8847,"2015/SP",2015-03-02,3,3,"A","MIL*230","UNITED STATES MILITARY HISTORY"
8847,"2016/SP",2016-01-04,3,3,"A","HIS*332","HISTORY OF U.S. FOREIGN AFFAIRS SINCE 1898"
8847,"2015/SP",2015-01-05,3,3,"B","BIO*110","BIOLOGY (NON-LAB)"
8847,"2015/SU",2015-05-04,3,3,"B","MIL*301","GREAT MILITARY LEADERS"
9472,"2015/SP",2015-03-02,3,3,"A","NUR*430","RESEARCH IN NURSING"
9472,"2015/FA",2015-08-24,4,4,"A","NUR*462","NURSING CAPSTONE"
9472,"2015/SU",2015-05-04,3,3,"A","SOC*221","WHY WE OVEREAT: PERSPECTIVES ON NUTRITION"
9472,"2015/SP",2015-01-05,3,3,"A","NUR*446","TEACHING AND LEARNING IN A DIVERSE SOCIETY"
9472,"2015/SU",2015-06-29,3,3,"A","HUM*230","THE ETHICS OF FRIENDSHIP"
9472,"2015/SP",2015-03-02,3,3,"A","NUR*408","DEATH, DYING AND BEREAVEMENT"
9472,"2015/SP",2015-01-05,4,4,"A","NUR*448","COMMUNITY HEALTH NURSING: CARING FOR THE PUBLIC'S HEALTH"
3426,"2015/SU",2015-05-03,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
3426,"2015/SU",2015-05-04,1,1,"P","INL*102","INFORMATION LITERACY"
8330,"2016/SU",2016-05-02,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
8330,"2015/FA",2015-08-24,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
8330,"2016/SP",2016-01-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
8330,"2016/SP",2016-02-29,3,3,"C","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
328,"2015/SU",2015-06-25,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
9427,"2015/FA",2015-08-24,3,3,"B","COMM*125","PUBLIC SPEAKING"
9427,"2015/FA",2015-08-24,3,3,"B","HUM*200","INTRODUCTION TO HUMANITIES"
9427,"2015/SU",2015-05-04,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
9427,"2015/FA",2015-10-19,3,3,"B","SOC*101","INTRODUCTION TO SOCIOLOGY"
9427,"2015/FA",2015-10-19,3,3,"A","PSY*235","LIFESPAN DEVELOPMENTAL PSYCHOLOGY"
9427,"2016/SP",2016-02-29,3,3,"C","BIO*212","MICROBIOLOGY"
9427,"2016/SU",2016-05-02,3,3,"B","HSC*106","ANATOMY AND PHYSIOLOGY II (NON LAB)"
9427,"2015/SU",2015-05-04,3,3,"B","ENG*101N","COMPOSITION FOR THE NURSING PROFESSIONAL"
9385,"2015/SP",2015-03-02,3,3,"C","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
9385,"2015/SP",2015-01-05,3,3,"C","HSC*106","ANATOMY AND PHYSIOLOGY II (NON LAB)"
5242,"2015/SP",2015-03-02,3,3,"A","BUS*560","CONFLICT MANAGEMENT"
5242,"2015/SP",2015-01-05,3,3,"A","BUS*552","LEADERSHIP"
5242,"2015/SU",2015-06-29,3,3,"B","BUS*599","STRATEGIC MANAGEMENT"
5242,"2015/SU",2015-05-04,3,3,"A","BUS*530","PROJECT MANAGEMENT PRINCIPLES AND APPLICATION"
2265,"2015/SP",2015-03-02,3,3,"A","HUM*200","INTRODUCTION TO HUMANITIES"
2265,"2015/SP",2015-01-05,3,3,"B","CJ*101","INTRODUCTION TO CRIMINAL JUSTICE"
2265,"2015/SP",2015-01-05,3,3,"B","PSY*220","PSYCHOLOGY OF PERSONALITY"
1034,"2015/FA",2015-08-16,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
1034,"2015/FA",2015-08-24,0,1,"F","INL*102","INFORMATION LITERACY"
1034,"2016/SU",2016-05-02,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
1034,"2015/FA",2015-10-19,1,1,"P","INL*102","INFORMATION LITERACY"
7056,"2015/SP",2015-03-02,3,3,"A","ENG*310","SHORT STORIES"
7056,"2015/SU",2015-05-04,3,3,"A","BIO*412","PLANT ANATOMY"
7056,"2015/SP",2015-03-02,1,1,"A","LA*496","RESEARCH AND WRITING IN THE LIBERAL ARTS"
7056,"2015/SP",2015-01-05,3,3,"A","BIO*360","DEVELOPMENTAL BIOLOGY"
7056,"2015/SP",2015-03-02,3,3,"A","BIO*404","ECOLOGY "
7056,"2015/SU",2015-05-04,3,3,"A","HSC*365","RESEARCH FOR EVIDENCE BASED PRACTICE"
7056,"2015/SU",2015-06-29,3,3,"A","LA*498NS","NATURAL SCIENCE CAPSTONE"
7056,"2015/FA",2015-08-24,3,3,"B","BIO*300","ADVANCED INVESTIGATIONS IN BIOLOGY"
353,"2016/SP",2016-01-04,0,3,"F","BUS*505","FINANCE"
353,"2015/FA",2015-10-19,0,3,"F","BUS*570","INFORMATION TECHNOLOGY"
353,"2016/SP",2016-02-29,3,3,"A","BUS*557","HUMAN PERFORMANCE TECHNOLOGY II: PERFORMANCE COUNSELING"
353,"2015/SU",2015-05-04,3,3,"A","BUS*530","PROJECT MANAGEMENT PRINCIPLES AND APPLICATION"
353,"2015/SP",2015-03-02,3,3,"B","BUS*504","HUMAN RESOURCE MANAGEMENT"
353,"2015/FA",2015-08-24,3,3,"D","BUS*505","FINANCE"
353,"2015/FA",2015-08-24,3,3,"B","BUS*506","MARKETING"
353,"2016/SP",2016-01-04,3,3,"B","BUS*570","INFORMATION TECHNOLOGY"
353,"2015/SP",2015-01-05,3,3,"B","BUS*500","ACCOUNTING FOR MANAGERS"
353,"2016/SU",2016-05-02,3,3,"B","BUS*505","FINANCE"
8690,"2015/SP",2015-01-05,3,3,"A","BUS*350","PRINCIPLES OF FINANCE"
8690,"2015/SU",2015-05-04,3,3,"A","BUS*435","INTERNATIONAL BUSINESS"
8690,"2015/SP",2015-03-02,3,3,"A","ACC*211","FINANCIAL ACCOUNTING"
8690,"2015/SU",2015-05-04,3,3,"A","BUS*490","INTEGRATED BUSINESS AND MANAGEMENT ASSESSMENT BPB"
8690,"2015/SP",2015-04-01,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
5395,"2015/FA",2015-10-12,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
1160,"2015/SU",2015-05-04,3,3,"B","CJ*365","POLICE AND THE COMMUNITY"
1160,"2016/SP",2016-01-04,3,3,"C","CJ*498","CRIMINAL JUSTICE CAPSTONE"
1160,"2015/FA",2015-08-24,3,3,"B","CJ*387","WHITE COLLAR CRIMES "
1160,"2015/FA",2015-10-19,3,3,"C","CJ*410","RESEARCH METHODS IN CRIMINAL JUSTICE"
1160,"2015/SU",2015-06-29,3,3,"A","BIO*340","BIODIVERSITY"
6428,"2015/SP",2015-03-02,1,1,"P","INL*102","INFORMATION LITERACY"
8087,"2015/SP",2015-01-05,3,3,"A","BUS*323","BUSINESS ETHICS"
8087,"2015/SU",2015-05-04,3,3,"A","BUS*311","ORGANIZATIONAL BEHAVIOR"
1033,"2015/SU",2015-06-29,3,3,"C","NUR*209","REPRODUCTIVE HEALTH"
1033,"2015/FA",2015-10-19,3,3,"C","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
1033,"2016/SU",2016-05-02,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
1033,"2016/SP",2016-01-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
1033,"2016/SU",2016-05-02,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
1033,"2015/SU",2015-06-29,3,3,"C","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
1033,"2016/SP",2016-02-29,3,3,"C","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
1033,"2015/FA",2015-08-24,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
3467,"2015/SP",2015-01-05,3,3,"A","HUM*300","ETHICS"
9760,"2015/FA",2015-10-11,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
9760,"2015/FA",2015-10-19,1,1,"P","INL*102","INFORMATION LITERACY"
1754,"2015/SP",2015-03-02,3,3,"D","HUM*210","CULTURAL DIVERSITY"
1754,"2015/SU",2015-05-04,3,3,"C","BIO*212","MICROBIOLOGY"
1754,"2015/FA",2015-08-24,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
1754,"2015/SP",2015-03-02,3,3,"B","ART*102","HISTORY OF WESTERN ART SINCE THE 15TH CENTURY"
1754,"2015/FA",2015-08-24,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
1754,"2015/SP",2015-01-05,3,3,"D","BIO*212","MICROBIOLOGY"
1754,"2016/SP",2016-01-04,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
1754,"2015/SP",2015-01-05,3,3,"C","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
4023,"2016/SU",2016-05-02,3,3,"B","PHYS*201","PHYSICS I"
4023,"2016/SP",2016-01-04,3,3,"C","MAT*116","PRECALCULUS ALGEBRA"
4023,"2015/SP",2015-01-05,3,3,"B","COMM*120","FOUNDATIONS OF COMMUNICATION"
4023,"2016/SP",2016-02-29,3,3,"A","BUS*323","BUSINESS ETHICS"
4023,"2016/SU",2016-05-02,3,3,"A","ENG*201","WRITING FOR THE PROFESSIONS "
2936,"2015/SU",2015-05-04,0,1,"F","INL*102","INFORMATION LITERACY"
3309,"2015/FA",2015-08-20,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
3309,"2015/FA",2015-08-24,3,3,"A","BUS*323","BUSINESS ETHICS"
5710,"2015/SU",2015-06-29,0,3,"AW","CCS*120","EC SUCCESS SEMINAR"
5710,"2015/SU",2015-06-29,0,3,"F","BUS*230","BUSINESS LAW"
7089,"2016/SP",2016-02-29,3,3,"B","BUS*323","BUSINESS ETHICS"
7089,"2016/SP",2016-02-29,3,3,"A","TECH*230","TECHNOLOGY AND SOCIETY"
8550,"2015/FA",2015-10-19,3,3,"C","NUR*209","REPRODUCTIVE HEALTH"
8550,"2015/SP",2015-01-05,3,3,"C","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
8550,"2015/SU",2015-05-04,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
8550,"2015/SP",2015-03-02,3,3,"C","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
8550,"2015/SU",2015-05-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
8550,"2015/FA",2015-08-24,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
8550,"2016/SP",2016-02-29,3,3,"C","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
3832,"2016/SP",2016-02-29,3,3,"A","IT*240","INTRODUCTION TO PROGRAMMING"
3832,"2015/SP",2015-04-22,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
5495,"2016/SP",2016-02-29,3,3,"A","BUS*323","BUSINESS ETHICS"
5495,"2016/SP",2016-01-04,3,3,"B","TECH*340","INTRODUCTION TO ENERGY UTILIZATION"
5495,"2015/SP",2015-01-05,3,3,"A","COMM*210","INTERPERSONAL COMMUNICATION"
5495,"2015/FA",2015-08-24,3,3,"A","TECH*250","RENEWABLE ENERGY OVERVIEW I: SOLAR AND GEOTHERMAL"
5495,"2015/SP",2015-01-05,3,3,"A","TECH*225","APPLIED INSTRUMENTATION AND CONTROL"
5495,"2016/SP",2016-01-04,3,3,"A","TECH*230","TECHNOLOGY AND SOCIETY"
5495,"2015/SP",2015-03-02,3,3,"A","TECH*233","ELECTRICAL POWER DISTRIBUTION"
5495,"2015/FA",2015-08-24,3,3,"A","TECH*290","INTEGRATED TECHNOLOGY ASSESSMENT AAST"
5495,"2016/SU",2016-05-02,3,3,"A","GEOL*114","INTRODUCTION TO OCEANOGRAPHY"
5495,"2015/SP",2015-03-02,3,3,"A","TECH*251","RENEWABLE ENERGY II: WIND AND WATER"
5495,"2016/SP",2016-02-29,3,3,"B","MAT*114","INTERMEDIATE ALGEBRA"
5495,"2016/SU",2016-05-02,3,3,"C","MAT*201","STATISTICS"
1966,"2015/FA",2015-11-24,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
8762,"2016/SP",2016-02-29,3,3,"A","CCS*120","EC SUCCESS SEMINAR"
8762,"2016/SU",2016-05-02,3,3,"B","HUM*236","LEADERSHIP IN FILM"
5270,"2015/SU",2015-05-04,3,3,"C","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
5270,"2015/SU",2015-06-29,3,3,"C","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
5270,"2016/SU",2016-05-02,3,3,"D","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
9263,"2015/SP",2015-01-05,3,3,"B","ECO*262","INTRODUCTION TO MACROECONOMICS"
9263,"2016/SP",2016-02-29,3,3,"A","BIO*110","BIOLOGY (NON-LAB)"
9263,"2016/SU",2016-05-02,3,3,"A","PSY*101","INTRODUCTION TO PSYCHOLOGY I"
9263,"2015/FA",2015-10-19,3,3,"A","BIO*275","BIOETHICS"
9263,"2015/SP",2015-03-02,3,3,"A","REL*200","WORLD RELIGIONS"
9263,"2016/SP",2016-01-04,3,3,"B","PHIL*200","INTRODUCTION TO PHILOSOPHY"
9563,"2015/FA",2015-10-19,0,3,"F","NUC*320","MATERIALS"
9563,"2015/SP",2015-03-02,4,4,"A","TECH*202","FOUNDATIONS OF TECHNOLOGY PROBLEM SOLVING II"
836,"2016/SP",2016-01-04,3,3,"B","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
836,"2016/SP",2016-02-29,3,3,"B","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
836,"2016/SU",2016-05-02,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
4323,"2016/SU",2016-05-02,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
4323,"2015/SP",2015-01-15,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
4323,"2016/SP",2016-01-04,3,3,"B","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
4323,"2015/FA",2015-10-19,1,1,"P","INL*102","INFORMATION LITERACY"
9748,"2015/SU",2015-05-04,3,3,"B","NS*110","SCIENCE IN TODAY'S WORLD"
9748,"2015/SP",2015-03-02,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
6561,"2015/SU",2015-05-04,3,3,"A","LA*498M","LIBERAL ARTS CAPSTONE, MILITARY FOCUS"
6561,"2015/SP",2015-01-05,3,3,"A","HSC*402","MANAGING STRESS"
6561,"2015/SP",2015-03-02,3,3,"A","HSC*403","NUTRITION FOR WELLNESS"
9494,"2015/SP",2015-03-02,3,3,"B","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
9494,"2015/SP",2015-01-05,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
9494,"2015/SU",2015-05-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
9494,"2015/FA",2015-08-24,3,3,"B","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
9494,"2015/SU",2015-06-29,3,3,"B","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
2693,"2015/FA",2015-10-19,3,3,"A","CJ*356","EMERGENCY MANAGEMENT"
2693,"2016/SP",2016-01-04,3,3,"A","HUM*300","ETHICS"
2693,"2015/SU",2015-06-29,3,3,"A","MIL*230","UNITED STATES MILITARY HISTORY"
2693,"2015/SP",2015-03-02,3,3,"A","ENG*102A","ADVANCED COMPOSITION II"
2693,"2015/FA",2015-10-19,3,3,"A","CJ*450","COUNTERTERRORISM"
2693,"2015/SU",2015-06-29,3,3,"A","LA*298","ASSOCIATE DEGREE CAPSTONE"
2693,"2016/SU",2016-05-02,3,3,"A","MIL*498","MILITARY STUDIES CAPSTONE"
2693,"2016/SP",2016-01-04,3,3,"A","CJ*350","INTERNATIONAL TERRORISM"
2693,"2016/SP",2016-02-29,3,3,"A","CJ*456","BIOTERRORISM "
2693,"2015/SU",2015-05-04,3,3,"A","CJ*101","INTRODUCTION TO CRIMINAL JUSTICE"
2693,"2015/FA",2015-08-24,3,3,"A","MIL*301","GREAT MILITARY LEADERS"
2693,"2015/SP",2015-03-16,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
2693,"2015/SU",2015-05-04,3,3,"A","CCS*112","SUCCESS STRATEGIES FOR MILITARY AND VETERANS"
5055,"2015/SU",2015-06-29,0,3,"AW","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
5055,"2015/SU",2015-05-04,3,3,"C","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
1649,"2015/SP",2015-01-05,0,1,"F","INL*102","INFORMATION LITERACY"
1649,"2015/SP",2015-01-05,0,3,"F","IT*380","OVERVIEW OF COMPUTER SECURITY"
1649,"2015/SP",2015-01-05,0,3,"F","IT*390","PROJECT MANAGEMENT"
3182,"2015/SP",2015-03-02,3,3,"B","HIS*101","UNITED STATES HISTORY I"
3182,"2015/SP",2015-03-02,3,3,"B","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
5954,"2015/SP",2015-01-05,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
5954,"2015/FA",2015-10-19,3,3,"B","BIO*212","MICROBIOLOGY"
5954,"2016/SP",2016-02-29,3,3,"A","LA*298","ASSOCIATE DEGREE CAPSTONE"
5954,"2016/SP",2016-01-04,3,3,"B","HUM*300","ETHICS"
1821,"2016/SU",2016-05-02,1,1,"P","INL*102","INFORMATION LITERACY"
3403,"2015/SP",2015-01-05,3,3,"C","CJ*410","RESEARCH METHODS IN CRIMINAL JUSTICE"
3403,"2015/SP",2015-01-05,3,3,"B","CJ*256","CRIMINAL JUSTICE ADMINISTRATION"
3403,"2015/FA",2015-10-19,3,3,"A","CJ*498","CRIMINAL JUSTICE CAPSTONE"
3403,"2015/FA",2015-10-19,3,3,"A","CJ*301","JUVENILE DELINQUENCY AND JUSTICE"
3403,"2015/SP",2015-03-02,3,3,"B","CJ*380","ETHICS IN CRIMINAL JUSTICE"
3403,"2015/SP",2015-03-02,3,3,"B","CJ*330","JUDICIAL PROCESS"
